11063,34.30,2003-12-30 00:00:00.000,1939-06-23 00:00:00.000,M,50001-75000,F,3,0,Graduate Degree,Management,1,2,2372.95,Oui,11063
11064,-49.00,2003-11-29 00:00:00.000,1946-07-04 00:00:00.000,M,greater than 100000,M,4,4,Partial College,Professional,0,4,2304.98,Oui,11064
11065,-1412.075,2002-07-17 00:00:00.000,1968-02-04 00:00:00.000,M,25001-50000,M,1,1,"Bachelors ",Clerical,1,0,202.57,Non,11065
11066,20.00,2004-05-09 00:00:00.000,1975-02-15 00:00:00.000,M,25001-50000,F,0,0,Partial College,Skilled Manual,1,2,81.26,Non,11066
11067,-3003.29,2002-05-25 00:00:00.000,1950-04-13 00:00:00.000,M,25001-50000,M,3,0,Partial College,Clerical,0,2,105.75,Non,11067
11081,-34.52,2004-06-15 00:00:00.000,1927-07-20 00:00:00.000,S,25001-50000,F,1,0,Partial College,Manual,1,1,104.26,Non,11081
11082,-29.99,2003-10-07 00:00:00.000,1971-04-02 00:00:00.000,M,75001-100000,M,0,5,High School,Management,1,3,3110.81,Oui,11082
11083,41.00,2003-10-23 00:00:00.000,1967-04-07 00:00:00.000,S,0-25000,F,1,1,Partial College,Manual,0,1,3137.32,Oui,11083
11084,-19.50,2003-08-12 00:00:00.000,1952-03-09 00:00:00.000,M,0-25000,M,3,0,Partial College,Manual,1,2,3078.61,Oui,11084
11085,-30.00,2004-01-03 00:00:00.000,1965-02-11 00:00:00.000,M,75001-100000,F,4,1,Partial College,Professional,1,4,128.96,Non,11085
11086,2469.35,2003-12-18 00:00:00.000,1947-08-13 00:00:00.000,S,greater than 100000,M,5,5,Partial High School,Professional,0,4,153.45,Non,11086
11087,-50.00,2003-10-09 00:00:00.000,1958-06-03 00:00:00.000,S,75001-100000,F,4,0,Graduate Degree,Skilled Manual,0,0,200.28,Non,11087
11088,5.00,2004-07-23 00:00:00.000,1966-02-27 00:00:00.000,S,50001-75000,F,0,0,Graduate Degree,Professional,0,0,3176.78,Oui,11088
11089,62.98,2004-02-13 00:00:00.000,1933-04-16 00:00:00.000,M,greater than 100000,F,1,2,Graduate Degree,Management,1,3,3188.28,Oui,11089
11090,15.49,2004-06-18 00:00:00.000,1944-04-20 00:00:00.000,M,25001-50000,F,4,0,High School,Professional,1,2,6704.08,Oui,11090
11127,47.99,2003-08-12 00:00:00.000,1964-01-03 00:00:00.000,S,25001-50000,F,0,0,"Bachelors ",Professional,0,1,43.98,Non,11127
11128,1085.50,2003-09-23 00:00:00.000,1973-09-20 00:00:00.000,M,25001-50000,M,1,1,"Bachelors ",Skilled Manual,1,1,143.94,Non,11128
11129,522.49,2004-05-06 00:00:00.000,1972-06-27 00:00:00.000,S,50001-75000,F,0,0,Partial College,Skilled Manual,0,2,5873.26,Oui,11129
11130,-25.00,2004-03-23 00:00:00.000,1968-02-11 00:00:00.000,S,50001-75000,M,0,0,"Bachelors ",Professional,0,1,37.29,Non,11130
11133,-69.99,2003-09-29 00:00:00.000,1952-02-16 00:00:00.000,M,50001-75000,F,2,1,High School,Professional,1,2,71.96,Non,11133
11135,-10.00,2004-05-23 00:00:00.000,1951-09-20 00:00:00.000,M,25001-50000,M,3,0,High School,Skilled Manual,1,2,2334.97,Oui,11135
11137,-21.01,2003-08-23 00:00:00.000,1966-05-18 00:00:00.000,M,50001-75000,F,0,0,Graduate Degree,Professional,1,0,202.57,Non,11137
11138,5.00,2004-07-08 00:00:00.000,1940-03-13 00:00:00.000,S,75001-100000,F,4,0,"Bachelors ",Management,1,2,78.97,Non,11138
11140,2414.74,2003-12-29 00:00:00.000,1952-06-21 00:00:00.000,M,75001-100000,M,4,1,High School,Professional,0,2,39.99,Non,11140
11141,-45.00,2003-11-18 00:00:00.000,1948-06-05 00:00:00.000,S,50001-75000,F,2,1,Partial College,Professional,1,1,113.96,Non,11141
11143,-69.99,2003-08-30 00:00:00.000,1946-07-03 00:00:00.000,M,0-25000,M,4,0,High School,Skilled Manual,0,2,48.56,Non,11143
11144,2349.08,2004-03-01 00:00:00.000,1969-03-05 00:00:00.000,M,50001-75000,M,0,0,Graduate Degree,Skilled Manual,1,0,2399.97,Oui,11144
11145,-2181.565,2003-05-02 00:00:00.000,1969-09-22 00:00:00.000,S,50001-75000,F,1,0,Graduate Degree,Professional,0,0,2309.97,Oui,11145
11152,30.99,2004-05-31 00:00:00.000,1965-06-03 00:00:00.000,M,25001-50000,M,1,0,"Bachelors ",Skilled Manual,1,0,2294.99,Oui,11152
11153,-539.99,2004-04-12 00:00:00.000,1960-09-11 00:00:00.000,M,25001-50000,M,3,0,Graduate Degree,Clerical,1,0,109.77,Non,11153
11154,28.32,2003-12-15 00:00:00.000,1948-08-20 00:00:00.000,M,greater than 100000,M,5,5,High School,Management,1,4,2319.99,Oui,11154
11155,-3578.27,2002-03-06 00:00:00.000,1976-07-26 00:00:00.000,S,75001-100000,M,0,0,"Bachelors ",Professional,0,2,2319.99,Oui,11155
11156,4682.08,2004-01-12 00:00:00.000,1951-03-06 00:00:00.000,S,50001-75000,F,2,1,High School,Professional,1,2,2389.97,Oui,11156
11157,-1186.31,2002-05-08 00:00:00.000,1965-09-20 00:00:00.000,S,75001-100000,F,4,4,Partial College,Professional,1,3,41.28,Non,11157
11158,-58.51,2003-08-23 00:00:00.000,1949-07-04 00:00:00.000,S,50001-75000,M,2,1,"Bachelors ",Management,1,0,2395.96,Oui,11158
11159,1676.00,2002-11-03 00:00:00.000,1969-09-07 00:00:00.000,S,25001-50000,M,0,0,"Bachelors ",Clerical,0,0,48.56,Non,11159
11160,4.00,2003-09-17 00:00:00.000,1955-12-23 00:00:00.000,M,0-25000,M,2,0,Partial College,Manual,1,1,2322.28,Oui,11160
11161,-2319.99,2004-04-01 00:00:00.000,1958-03-26 00:00:00.000,M,75001-100000,F,1,0,Partial College,Skilled Manual,1,1,93.95,Non,11161
11162,-14.00,2004-03-08 00:00:00.000,1969-03-16 00:00:00.000,M,50001-75000,F,5,5,Graduate Degree,Professional,0,2,2329.98,Oui,11162
11163,2324.99,2004-06-16 00:00:00.000,1952-07-12 00:00:00.000,S,75001-100000,M,4,1,Partial College,Professional,0,2,46.27,Non,11163
11164,1691.9975,2003-02-19 00:00:00.000,1974-05-23 00:00:00.000,S,25001-50000,F,0,0,Partial College,Clerical,0,1,144.76,Non,11164
11165,-187.38,2002-06-03 00:00:00.000,1935-02-17 00:00:00.000,S,25001-50000,F,2,0,Partial College,Clerical,0,2,102.49,Non,11165
11166,1085.5004,2002-09-29 00:00:00.000,1954-01-17 00:00:00.000,M,50001-75000,F,2,0,Partial High School,Skilled Manual,0,2,87.96,Non,11166
11167,-53.99,2004-06-17 00:00:00.000,1971-07-09 00:00:00.000,S,0-25000,F,0,0,Partial High School,Manual,0,2,3126.33,Oui,11167
11168,5.99,2004-02-18 00:00:00.000,1967-06-23 00:00:00.000,S,50001-75000,M,5,5,"Bachelors ",Professional,0,3,3136.59,Oui,11168
11169,721.34,2004-04-22 00:00:00.000,1977-06-19 00:00:00.000,S,0-25000,M,0,0,Partial College,Manual,1,0,81.26,Non,11169
11170,61.00,2004-05-15 00:00:00.000,1953-07-04 00:00:00.000,S,50001-75000,F,3,1,Partial High School,Skilled Manual,0,2,157.23,Non,11170
11171,362.49,2002-08-26 00:00:00.000,1966-07-19 00:00:00.000,M,75001-100000,M,5,5,Graduate Degree,Management,0,3,6716.55,Oui,11171
11172,20.00,2004-03-25 00:00:00.000,1959-09-23 00:00:00.000,M,75001-100000,M,1,0,Graduate Degree,Professional,1,0,128.94,Non,11172
11173,-13.01,2004-04-27 00:00:00.000,1947-01-04 00:00:00.000,M,greater than 100000,M,5,5,High School,Management,0,4,102.49,Non,11173
11174,-1700.9925,2003-06-21 00:00:00.000,1958-08-16 00:00:00.000,M,75001-100000,M,4,0,"Bachelors ",Management,1,2,48.56,Non,11174
11175,518.50,2003-05-24 00:00:00.000,1972-03-23 00:00:00.000,S,75001-100000,F,0,5,High School,Management,1,3,6710.55,Oui,11175
11177,-21.49,2004-07-27 00:00:00.000,1964-07-25 00:00:00.000,S,50001-75000,M,0,0,"Bachelors ",Professional,0,1,135.25,Non,11177
11178,765.82,2004-01-31 00:00:00.000,1961-11-21 00:00:00.000,M,25001-50000,F,4,0,Graduate Degree,Clerical,1,0,144.76,Non,11178
11179,-17.50,2004-04-26 00:00:00.000,1958-10-07 00:00:00.000,S,0-25000,M,2,0,Partial College,Manual,0,1,125.44,Non,11179
11180,1723.69,2003-08-30 00:00:00.000,1936-02-28 00:00:00.000,S,25001-50000,F,2,0,Graduate Degree,Management,1,2,138.45,Non,11180
11181,-1065.01,2002-04-29 00:00:00.000,1965-10-22 00:00:00.000,S,50001-75000,M,0,0,"Bachelors ",Professional,1,1,41.28,Non,11181
11182,-3578.27,2001-11-15 00:00:00.000,1954-05-26 00:00:00.000,M,25001-50000,F,1,0,Partial College,Clerical,1,1,81.26,Non,11182
11183,-1258.28,2002-06-11 00:00:00.000,1955-10-22 00:00:00.000,M,25001-50000,F,1,0,Partial College,Clerical,1,1,46.27,Non,11183
11184,768.35,2003-12-13 00:00:00.000,1970-11-11 00:00:00.000,M,25001-50000,M,0,0,"Bachelors ",Clerical,1,0,68.25,Non,11184
11186,-1009.04,2001-11-10 00:00:00.000,1963-11-05 00:00:00.000,S,50001-75000,M,0,0,"Bachelors ",Professional,0,2,41.28,Non,11186
11187,-2181.565,2002-07-13 00:00:00.000,1965-11-15 00:00:00.000,S,75001-100000,F,3,3,"Bachelors ",Skilled Manual,1,2,107.48,Non,11187
11188,1066.50,2003-04-17 00:00:00.000,1943-04-22 00:00:00.000,S,25001-50000,M,2,0,"Bachelors ",Management,0,2,81.26,Non,11188
11189,2415.76,2004-05-24 00:00:00.000,1971-03-02 00:00:00.000,M,25001-50000,M,0,0,High School,Manual,0,1,5944.22,Oui,11189
11190,-3029.29,2002-03-20 00:00:00.000,1951-09-16 00:00:00.000,M,25001-50000,M,3,0,High School,Skilled Manual,0,2,46.27,Non,11190
11191,-2181.565,2002-07-30 00:00:00.000,1965-08-02 00:00:00.000,M,50001-75000,F,0,0,Graduate Degree,Professional,0,1,6743.58,Oui,11191
11192,1161.49,2003-12-19 00:00:00.000,1961-06-06 00:00:00.000,S,25001-50000,F,3,0,Graduate Degree,Clerical,1,0,113.96,Non,11192
11193,-800.2664,2002-07-09 00:00:00.000,1954-10-25 00:00:00.000,M,25001-50000,F,1,0,Partial College,Clerical,1,1,41.28,Non,11193
11194,-1.01,2003-09-09 00:00:00.000,1966-02-15 00:00:00.000,M,0-25000,M,4,4,Partial High School,Manual,1,2,105.75,Non,11194
11195,68.50,2003-11-01 00:00:00.000,1942-11-22 00:00:00.000,M,50001-75000,F,5,0,"Bachelors ",Management,1,2,105.75,Non,11195
11196,-20.01,2004-04-16 00:00:00.000,1952-11-25 00:00:00.000,S,50001-75000,F,2,1,High School,Professional,1,2,162.28,Non,11196
11197,-12.02,2003-08-03 00:00:00.000,1964-02-24 00:00:00.000,M,50001-75000,M,4,4,"Bachelors ",Professional,1,2,207.56,Non,11197
11198,1179.86,2002-04-17 00:00:00.000,1951-03-14 00:00:00.000,M,50001-75000,F,2,1,High School,Professional,1,2,98.47,Non,11198
11199,946.98,2002-10-23 00:00:00.000,1961-08-10 00:00:00.000,S,0-25000,M,1,1,Partial College,Manual,0,0,131.75,Non,11199
11201,2349.08,2003-09-25 00:00:00.000,1971-05-07 00:00:00.000,M,50001-75000,F,1,1,Graduate Degree,Skilled Manual,1,0,180.94,Non,11201
11202,-31.00,2004-05-05 00:00:00.000,1962-10-15 00:00:00.000,M,0-25000,M,1,0,Graduate Degree,Clerical,1,0,73.98,Non,11202
11204,95.47,2004-01-21 00:00:00.000,1945-11-18 00:00:00.000,M,50001-75000,M,5,1,High School,Professional,1,2,77.27,Non,11204
11205,31.97,2004-01-15 00:00:00.000,1973-08-22 00:00:00.000,S,25001-50000,F,0,0,Graduate Degree,Skilled Manual,0,0,37.29,Non,11205
11206,1075.49,2004-06-28 00:00:00.000,1965-10-01 00:00:00.000,S,greater than 100000,F,1,2,Graduate Degree,Management,0,1,77.27,Non,11206
11207,91.97,2003-09-28 00:00:00.000,1947-04-20 00:00:00.000,M,50001-75000,M,2,1,Partial College,Professional,1,1,77.27,Non,11207
11208,-3578.27,2001-09-18 00:00:00.000,1961-01-21 00:00:00.000,M,50001-75000,F,1,0,Partial College,Skilled Manual,1,1,134.23,Non,11208
11209,30.93,2004-01-08 00:00:00.000,1955-05-23 00:00:00.000,M,0-25000,F,3,0,Partial High School,Clerical,1,2,37.29,Non,11209
11210,-69.99,2003-08-24 00:00:00.000,1975-08-16 00:00:00.000,M,50001-75000,F,0,0,Partial College,Skilled Manual,1,2,70.76,Non,11210
11213,29.94,2003-11-19 00:00:00.000,1968-02-05 00:00:00.000,S,50001-75000,M,5,5,"Bachelors ",Professional,1,3,77.27,Non,11213
11214,1165.49,2004-06-09 00:00:00.000,1962-10-02 00:00:00.000,M,50001-75000,M,1,0,"Bachelors ",Professional,1,1,162.28,Non,11214
11216,275.765,2002-12-08 00:00:00.000,1967-10-28 00:00:00.000,S,75001-100000,F,2,0,"Bachelors ",Professional,0,0,5948.24,Oui,11216
11217,-1301.9292,2003-05-01 00:00:00.000,1968-02-24 00:00:00.000,M,50001-75000,M,2,2,"Bachelors ",Professional,1,1,5953.25,Oui,11217
11218,-1283.28,2002-06-27 00:00:00.000,1960-07-22 00:00:00.000,M,75001-100000,M,0,3,Partial College,Professional,1,3,39.58,Non,11218
11219,-8.99,2004-07-02 00:00:00.000,1965-02-17 00:00:00.000,S,0-25000,M,2,2,High School,Manual,1,1,39.58,Non,11219
11220,2444.95,2002-02-01 00:00:00.000,1963-09-20 00:00:00.000,S,50001-75000,M,0,0,"Bachelors ",Professional,0,2,50.23,Non,11220
11221,-4.99,2004-01-30 00:00:00.000,1954-07-26 00:00:00.000,M,greater than 100000,M,5,4,High School,Professional,1,4,46.27,Non,11221
11222,-49.99,2003-08-22 00:00:00.000,1953-07-12 00:00:00.000,S,75001-100000,M,4,2,Partial College,Professional,1,2,207.96,Non,11222
11224,1095.50,2004-03-08 00:00:00.000,1972-02-21 00:00:00.000,S,25001-50000,F,0,0,Graduate Degree,Skilled Manual,1,0,6685.59,Oui,11224
11225,2240.00,2004-05-10 00:00:00.000,1957-10-22 00:00:00.000,M,25001-50000,F,1,0,Partial College,Clerical,1,1,73.25,Non,11225
11226,-1700.99,2004-05-19 00:00:00.000,1967-09-18 00:00:00.000,M,0-25000,M,1,1,Partial College,Manual,1,1,37.29,Non,11226
11227,-782.99,2002-12-05 00:00:00.000,1969-09-08 00:00:00.000,S,50001-75000,F,2,2,"Bachelors ",Skilled Manual,0,0,5910.22,Oui,11227
11228,-3029.29,2002-06-02 00:00:00.000,1977-12-13 00:00:00.000,S,0-25000,M,0,0,High School,Manual,0,1,77.27,Non,11228
11229,-1487.1264,2002-08-22 00:00:00.000,1977-05-17 00:00:00.000,M,0-25000,M,0,0,Partial College,Manual,1,0,81.26,Non,11229
11230,14.97,2003-08-08 00:00:00.000,1974-02-18 00:00:00.000,S,25001-50000,F,0,0,Partial College,Skilled Manual,1,1,54.22,Non,11230
11231,22.70,2003-12-31 00:00:00.000,1973-06-19 00:00:00.000,S,25001-50000,M,0,0,Graduate Degree,Skilled Manual,0,0,64.26,Non,11231
11232,-4.99,2004-04-25 00:00:00.000,1959-06-06 00:00:00.000,S,50001-75000,F,4,0,Graduate Degree,Skilled Manual,1,0,39.58,Non,11232
11233,38.95,2003-08-28 00:00:00.000,1975-05-06 00:00:00.000,S,25001-50000,F,4,4,Partial College,Clerical,1,1,179.43,Non,11233
11234,-1700.99,2004-04-30 00:00:00.000,1969-10-03 00:00:00.000,M,25001-50000,M,2,2,"Bachelors ",Skilled Manual,1,0,76.27,Non,11234
11235,1676.00,2004-03-09 00:00:00.000,1952-06-27 00:00:00.000,M,50001-75000,F,2,1,High School,Professional,1,2,138.45,Non,11235
11236,76.50,2004-02-01 00:00:00.000,1976-05-03 00:00:00.000,S,25001-50000,F,0,0,High School,Skilled Manual,0,2,113.96,Non,11236
11252,-8.99,2003-11-05 00:00:00.000,1958-01-20 00:00:00.000,M,0-25000,M,1,0,"Bachelors ",Manual,1,0,6685.56,Oui,11252
11254,19.98,2004-03-07 00:00:00.000,1977-07-05 00:00:00.000,S,25001-50000,F,0,0,Partial College,Clerical,1,1,203.92,Non,11254
11255,-1120.49,2004-06-03 00:00:00.000,1966-12-11 00:00:00.000,S,25001-50000,M,1,1,"Bachelors ",Clerical,0,1,113.96,Non,11255
11256,87.65,2003-08-17 00:00:00.000,1924-08-18 00:00:00.000,S,25001-50000,F,2,0,High School,Skilled Manual,0,2,81.26,Non,11256
11257,601.01,2004-01-05 00:00:00.000,1974-05-26 00:00:00.000,S,25001-50000,F,0,0,High School,Skilled Manual,0,2,6677.38,Oui,11257
11258,-6.53,2003-08-24 00:00:00.000,1969-04-28 00:00:00.000,M,greater than 100000,M,1,0,Graduate Degree,Management,1,1,49.23,Non,11258
11259,-2185.14,2001-11-28 00:00:00.000,1979-09-18 00:00:00.000,M,50001-75000,F,0,0,Partial College,Skilled Manual,1,1,6770.60,Oui,11259
11260,4716.02,2002-01-29 00:00:00.000,1974-11-09 00:00:00.000,S,50001-75000,M,0,0,"Bachelors ",Professional,0,4,81.26,Non,11260
11261,-2319.99,2004-04-30 00:00:00.000,1936-02-11 00:00:00.000,M,50001-75000,M,4,0,Graduate Degree,Management,1,2,6650.60,Oui,11261
11263,2425.96,2001-11-28 00:00:00.000,1967-10-10 00:00:00.000,M,75001-100000,F,4,4,"Bachelors ",Professional,1,0,6754.06,Oui,11263
11264,6.60,2004-01-26 00:00:00.000,1971-05-17 00:00:00.000,S,75001-100000,M,0,5,High School,Management,1,3,3182.27,Oui,11264
11265,824.16,2003-11-18 00:00:00.000,1978-05-25 00:00:00.000,M,25001-50000,F,0,0,High School,Skilled Manual,0,2,2351.96,Oui,11265
11266,-4.99,2003-12-19 00:00:00.000,1960-12-10 00:00:00.000,M,0-25000,M,1,1,Partial College,Manual,1,0,5922.23,Oui,11266
11267,1119.47,2003-01-18 00:00:00.000,1959-06-14 00:00:00.000,M,0-25000,M,2,0,Partial College,Manual,1,1,5943.23,Oui,11267
11268,-13.01,2003-11-16 00:00:00.000,1946-10-03 00:00:00.000,S,50001-75000,F,4,1,"Bachelors ",Management,1,1,98.25,Non,11268
11269,89.08,2001-07-10 00:00:00.000,1965-08-12 00:00:00.000,M,50001-75000,M,3,3,"Bachelors ",Professional,1,1,42.28,Non,11269
11270,-50.00,2004-07-06 00:00:00.000,1973-10-20 00:00:00.000,S,75001-100000,F,0,0,"Bachelors ",Management,1,1,5984.22,Oui,11270
11271,-1412.075,2002-10-23 00:00:00.000,1968-02-10 00:00:00.000,S,0-25000,M,1,1,Partial College,Manual,0,0,5973.24,Oui,11271
11272,442.92,2004-02-18 00:00:00.000,1978-09-16 00:00:00.000,S,50001-75000,F,0,0,Partial College,Skilled Manual,0,2,5975.23,Oui,11272
11273,20.00,2004-04-29 00:00:00.000,1939-06-11 00:00:00.000,M,50001-75000,F,3,0,Graduate Degree,Management,1,2,273.23,Non,11273
11274,-50.00,2003-08-14 00:00:00.000,1941-05-11 00:00:00.000,M,25001-50000,F,4,0,"Bachelors ",Management,1,2,5888.24,Oui,11274
11275,32.69,2004-07-07 00:00:00.000,1959-04-12 00:00:00.000,S,0-25000,M,1,1,High School,Manual,0,1,5955.23,Oui,11275
11278,-2181.565,2003-04-27 00:00:00.000,1969-03-09 00:00:00.000,M,75001-100000,F,2,0,Graduate Degree,Professional,1,0,5908.25,Oui,11278
11279,518.50,2004-02-12 00:00:00.000,1955-10-27 00:00:00.000,S,50001-75000,F,4,3,High School,Professional,1,0,44.57,Non,11279
11280,2324.99,2003-06-19 00:00:00.000,1963-08-27 00:00:00.000,M,75001-100000,M,0,2,Partial College,Professional,1,1,77.27,Non,11280
11281,-6.01,2003-12-29 00:00:00.000,1974-04-21 00:00:00.000,M,25001-50000,F,0,0,Partial College,Skilled Manual,1,1,5921.19,Oui,11281
11282,-3.99,2004-03-02 00:00:00.000,1963-06-08 00:00:00.000,M,0-25000,M,4,2,Partial High School,Manual,1,2,5998.73,Oui,11282
11283,20.00,2003-11-30 00:00:00.000,1971-09-20 00:00:00.000,M,50001-75000,F,1,0,Graduate Degree,Skilled Manual,1,0,44.57,Non,11283
11284,12.99,2004-06-09 00:00:00.000,1958-03-08 00:00:00.000,S,75001-100000,F,4,0,Graduate Degree,Skilled Manual,0,0,55.48,Non,11284
11285,1146.49,2003-10-23 00:00:00.000,1972-09-20 00:00:00.000,S,25001-50000,M,0,0,High School,Manual,0,1,127.76,Non,11285
11286,-2071.4192,2003-03-12 00:00:00.000,1970-09-17 00:00:00.000,M,25001-50000,F,1,1,"Bachelors ",Skilled Manual,1,0,5954.22,Oui,11286
11288,2672.2336,2003-02-19 00:00:00.000,1955-02-17 00:00:00.000,M,75001-100000,M,2,0,High School,Skilled Manual,1,2,77.27,Non,11288
11289,-30.01,2004-01-16 00:00:00.000,1972-08-07 00:00:00.000,M,50001-75000,F,2,0,Graduate Degree,Professional,1,0,5905.48,Oui,11289
11290,-539.99,2004-05-03 00:00:00.000,1971-10-21 00:00:00.000,S,75001-100000,M,0,5,High School,Management,0,3,5933.25,Oui,11290
11291,-1619.595,2002-12-03 00:00:00.000,1963-06-01 00:00:00.000,S,0-25000,F,4,4,High School,Manual,1,1,5873.26,Oui,11291
11292,-4.99,2003-08-07 00:00:00.000,1940-11-04 00:00:00.000,M,50001-75000,F,5,0,Graduate Degree,Management,0,2,5910.22,Oui,11292
11293,-24.99,2004-05-10 00:00:00.000,1978-05-27 00:00:00.000,M,0-25000,F,0,0,"Bachelors ",Clerical,1,0,85.22,Non,11293
11294,-8.02,2003-10-31 00:00:00.000,1954-11-07 00:00:00.000,S,50001-75000,F,3,0,Partial High School,Skilled Manual,1,2,42.28,Non,11294
11295,-4.00,2003-12-18 00:00:00.000,1949-11-05 00:00:00.000,S,50001-75000,F,2,1,Partial College,Professional,1,2,6058.25,Oui,11295
11296,337.50,2002-12-16 00:00:00.000,1955-02-16 00:00:00.000,S,75001-100000,F,2,0,Partial College,Skilled Manual,0,2,5897.53,Oui,11296
11297,-3578.27,2001-11-02 00:00:00.000,1970-09-09 00:00:00.000,M,25001-50000,F,1,1,"Bachelors ",Skilled Manual,1,1,5948.24,Oui,11297
11298,45.48,2003-10-22 00:00:00.000,1961-08-14 00:00:00.000,M,50001-75000,F,1,0,Partial College,Skilled Manual,1,1,5922.23,Oui,11298
11299,30.01,2003-11-11 00:00:00.000,1968-11-18 00:00:00.000,S,50001-75000,F,0,0,"Bachelors ",Professional,1,1,6015.24,Oui,11299
11301,2607.6408,2002-07-31 00:00:00.000,1970-02-26 00:00:00.000,M,75001-100000,F,0,5,Partial High School,Professional,1,4,131.26,Non,11301
11302,2.70,2004-07-20 00:00:00.000,1944-10-25 00:00:00.000,S,50001-75000,F,4,0,"Bachelors ",Management,1,2,5938.19,Oui,11302
11303,-34.99,2004-05-13 00:00:00.000,1956-12-14 00:00:00.000,M,75001-100000,F,2,3,Partial College,Professional,1,4,5875.55,Oui,11303
11304,40.97,2004-02-12 00:00:00.000,1945-02-16 00:00:00.000,M,greater than 100000,F,4,4,Partial College,Professional,1,4,122.21,Non,11304
11305,1666.00,2004-03-01 00:00:00.000,1966-12-18 00:00:00.000,S,25001-50000,F,0,0,"Bachelors ",Professional,1,0,77.27,Non,11305
11306,132.45,2004-02-21 00:00:00.000,1964-04-07 00:00:00.000,M,75001-100000,F,4,3,"Bachelors ",Management,1,1,42.28,Non,11306
11307,-2.96,2004-05-08 00:00:00.000,1977-09-08 00:00:00.000,S,50001-75000,F,0,0,Partial College,Skilled Manual,0,2,5964.22,Oui,11307
11308,-58.51,2004-03-20 00:00:00.000,1965-05-26 00:00:00.000,M,0-25000,F,5,3,Partial High School,Manual,1,2,94.26,Non,11308
11309,531.00,2003-08-12 00:00:00.000,1974-07-02 00:00:00.000,S,25001-50000,F,0,0,Graduate Degree,Skilled Manual,1,0,42.28,Non,11309
11310,744.49,2004-05-12 00:00:00.000,1965-10-04 00:00:00.000,M,25001-50000,F,1,0,"Bachelors ",Skilled Manual,1,0,77.27,Non,11310
11311,-4.00,2003-10-11 00:00:00.000,1959-11-25 00:00:00.000,M,50001-75000,F,5,4,"Bachelors ",Professional,1,1,77.27,Non,11311
11312,-2294.9882,2002-06-04 00:00:00.000,1978-11-21 00:00:00.000,M,50001-75000,F,0,0,Partial College,Skilled Manual,1,2,42.28,Non,11312
11313,-2071.4192,2003-01-15 00:00:00.000,1951-02-14 00:00:00.000,S,25001-50000,F,3,0,Partial College,Professional,0,2,44.57,Non,11313
11314,1704.99,2003-09-01 00:00:00.000,1968-10-07 00:00:00.000,S,50001-75000,F,2,2,"Bachelors ",Skilled Manual,1,1,47.53,Non,11314
11315,2327.6975,2002-07-14 00:00:00.000,1969-05-16 00:00:00.000,M,50001-75000,F,5,0,Graduate Degree,Professional,1,0,42.28,Non,11315
